"","X","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","overlap_binary","threeseason","fourseason","Month_factor"
"84",94,"Kubu","SaF07","Kubu","SaF07","Dog 18","Lion 12","Dog","Lion","Kubu-SaF07",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Dog-Lion","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"85",95,"Kubu","SaF03_1","Kubu","SaF03","Dog 18","Lion 10","Dog","Lion","Kubu-SaF03",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Dog-Lion","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"86",96,"Lea2","MJ","Lea","MJ","Cheetah 3","Dog 20","Cheetah","Dog","Lea-MJ",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Cheetah-Dog","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"87",97,"Lea2","SaF07","Lea","SaF07","Cheetah 3","Lion 12","Cheetah","Lion","Lea-SaF07",0.0821823427448246,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Cheetah-Lion","Aug",2012,0,1,"Hot Dry","Cold Dry",8
"88",98,"Lea2","SaF03_1","Lea","SaF03","Cheetah 3","Lion 10","Cheetah","Lion","Lea-SaF03",0.0277113272199539,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Cheetah-Lion","Aug",2012,0,1,"Hot Dry","Cold Dry",8
"89",99,"Lea2","Yolo2","Lea","Yolo","Cheetah 3","Dog 29","Cheetah","Dog","Lea-Yolo",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Cheetah-Dog","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"90",100,"MJ","SaF07","MJ","SaF07","Dog 20","Lion 12","Dog","Lion","MJ-SaF07",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Dog-Lion","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"91",101,"MJ","SaF03_1","MJ","SaF03","Dog 20","Lion 10","Dog","Lion","MJ-SaF03",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Dog-Lion","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"92",102,"MJ","Qamar2","MJ","Qamar","Dog 20","Cheetah 5","Dog","Cheetah","MJ-Qamar",0.125589922784157,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Cheetah-Dog","Aug",2012,0,1,"Hot Dry","Cold Dry",8
"93",103,"Qamar2","Yolo2","Qamar","Yolo","Cheetah 5","Dog 29","Cheetah","Dog","Qamar-Yolo",0.0184926258270169,2012,6,"2012-06","Dry","2012 Dry 1",1.17,-0.6,-0.29,0.16,0.16,0,0,216.5,1319.75,511,"Cheetah-Dog","Jun",2012,6.53571428571429,1,"Cold Dry","Cold Dry",6
"94",104,"Qamar2","SaF07","Qamar","SaF07","Cheetah 5","Lion 12","Cheetah","Lion","Qamar-SaF07",0,2012,6,"2012-06","Dry","2012 Dry 1",1.17,-0.6,-0.29,0.16,0.16,0,0,216.5,1319.75,511,"Cheetah-Lion","Jun",2012,6.53571428571429,0,"Cold Dry","Cold Dry",6
"95",105,"Qamar2","SaF03_1","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0.076169302004315,2012,6,"2012-06","Dry","2012 Dry 1",1.17,-0.6,-0.29,0.16,0.16,0,0,216.5,1319.75,511,"Cheetah-Lion","Jun",2012,6.53571428571429,1,"Cold Dry","Cold Dry",6
"96",106,"SaF03_1","Yolo2","SaF03","Yolo","Lion 10","Dog 29","Lion","Dog","SaF03-Yolo",0.113681504247111,2012,6,"2012-06","Dry","2012 Dry 1",1.17,-0.6,-0.29,0.16,0.16,0,0,216.5,1319.75,511,"Dog-Lion","Jun",2012,6.53571428571429,1,"Cold Dry","Cold Dry",6
"97",107,"SaF07","Yolo2","SaF07","Yolo","Lion 12","Dog 29","Lion","Dog","SaF07-Yolo",0,2012,8,"2012-08","Dry","2012 Dry 1",0,1.17,-0.43,0.16,0.16,0,0,45,1319.75,511,"Dog-Lion","Aug",2012,0,0,"Hot Dry","Cold Dry",8
"98",108,"Bongwe1","Goose1","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Leopard","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"99",109,"Bongwe1","SaF08_1","Bongwe","SaF08","Dog 8","Lion 13","Dog","Lion","Bongwe-SaF08",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"100",110,"Bongwe1","Chloe1","Bongwe","Chloe","Dog 8","Lion 3","Dog","Lion","Bongwe-Chloe",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"101",111,"Bongwe1","SaF03_1","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"102",112,"Bongwe1","Qamar2","Bongwe","Qamar","Dog 8","Cheetah 5","Dog","Cheetah","Bongwe-Qamar",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"103",113,"Bongwe1","Lea2","Bongwe","Lea","Dog 8","Cheetah 3","Dog","Cheetah","Bongwe-Lea",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"104",114,"Bongwe1","Doohan","Bongwe","Doohan","Dog 8","Lion 4","Dog","Lion","Bongwe-Doohan",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"105",115,"Bongwe1","Chalak","Bongwe","Chalak","Dog 8","Leopard 1","Dog","Leopard","Bongwe-Chalak",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Leopard","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"106",116,"Bongwe1","Ferrari","Bongwe","Ferrari","Dog 8","Cheetah 1","Dog","Cheetah","Bongwe-Ferrari",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"107",117,"Bongwe1","Fredericks","Bongwe","Fredericks","Dog 8","Cheetah 2","Dog","Cheetah","Bongwe-Fredericks",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"108",118,"Bongwe1","Krystal","Bongwe","Krystal","Dog 8","Lion 7","Dog","Lion","Bongwe-Krystal",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"109",119,"Chalak","SaF08_1","Chalak","SaF08","Leopard 1","Lion 13","Leopard","Lion","Chalak-SaF08",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"110",122,"Chalak","Doohan","Chalak","Doohan","Leopard 1","Lion 4","Leopard","Lion","Chalak-Doohan",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"111",124,"Chalak","Kubu","Chalak","Kubu","Leopard 1","Dog 18","Leopard","Dog","Chalak-Kubu",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Leopard","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"112",125,"Chalak","Chloe1","Chalak","Chloe","Leopard 1","Lion 3","Leopard","Lion","Chalak-Chloe",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"113",126,"Chalak","Krystal","Chalak","Krystal","Leopard 1","Lion 7","Leopard","Lion","Chalak-Krystal",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"114",127,"Chalak","MJ","Chalak","MJ","Leopard 1","Dog 20","Leopard","Dog","Chalak-MJ",0.0683373113345951,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Leopard","Jul",2012,0,1,"Cold Dry","Cold Dry",7
"115",129,"Chalak","SaF03_1","Chalak","SaF03","Leopard 1","Lion 10","Leopard","Lion","Chalak-SaF03",0.059698537032455,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,1,"Cold Dry","Cold Dry",7
"116",130,"Chloe1","Qamar2","Chloe","Qamar","Lion 3","Cheetah 5","Lion","Cheetah","Chloe-Qamar",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"117",131,"Chloe1","Lea2","Chloe","Lea","Lion 3","Cheetah 3","Lion","Cheetah","Chloe-Lea",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"118",132,"Chloe1","Ferrari","Chloe","Ferrari","Lion 3","Cheetah 1","Lion","Cheetah","Chloe-Ferrari",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"119",133,"Chloe1","MJ","Chloe","MJ","Lion 3","Dog 20","Lion","Dog","Chloe-MJ",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"120",134,"Chloe1","Kubu","Chloe","Kubu","Lion 3","Dog 18","Lion","Dog","Chloe-Kubu",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"121",135,"Chloe1","Goose1","Chloe","Goose","Lion 3","Leopard 3","Lion","Leopard","Chloe-Goose",0.23189342299645,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Leopard-Lion","Sep",2012,0.625,1,"Hot Dry","Hot Dry",9
"122",136,"Chloe1","Fredericks","Chloe","Fredericks","Lion 3","Cheetah 2","Lion","Cheetah","Chloe-Fredericks",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"123",137,"Doohan","Fredericks","Doohan","Fredericks","Lion 4","Cheetah 2","Lion","Cheetah","Doohan-Fredericks",0.0836525864254031,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,1,"Hot Dry","Hot Dry",9
"124",138,"Doohan","Qamar2","Doohan","Qamar","Lion 4","Cheetah 5","Lion","Cheetah","Doohan-Qamar",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"125",139,"Doohan","MJ","Doohan","MJ","Lion 4","Dog 20","Lion","Dog","Doohan-MJ",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"126",140,"Doohan","Goose1","Doohan","Goose","Lion 4","Leopard 3","Lion","Leopard","Doohan-Goose",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Leopard-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"127",141,"Doohan","Ferrari","Doohan","Ferrari","Lion 4","Cheetah 1","Lion","Cheetah","Doohan-Ferrari",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"128",142,"Doohan","Kubu","Doohan","Kubu","Lion 4","Dog 18","Lion","Dog","Doohan-Kubu",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"129",143,"Doohan","Lea2","Doohan","Lea","Lion 4","Cheetah 3","Lion","Cheetah","Doohan-Lea",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"130",144,"Ferrari","Kubu","Ferrari","Kubu","Cheetah 1","Dog 18","Cheetah","Dog","Ferrari-Kubu",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Dog","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"131",146,"Ferrari","MJ","Ferrari","MJ","Cheetah 1","Dog 20","Cheetah","Dog","Ferrari-MJ",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Dog","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"132",147,"Ferrari","SaF03_1","Ferrari","SaF03","Cheetah 1","Lion 10","Cheetah","Lion","Ferrari-SaF03",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"133",148,"Ferrari","SaF08_1","Ferrari","SaF08","Cheetah 1","Lion 13","Cheetah","Lion","Ferrari-SaF08",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"134",149,"Ferrari","Krystal","Ferrari","Krystal","Cheetah 1","Lion 7","Cheetah","Lion","Ferrari-Krystal",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"135",151,"Fredericks","SaF03_1","Fredericks","SaF03","Cheetah 2","Lion 10","Cheetah","Lion","Fredericks-SaF03",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"136",152,"Fredericks","MJ","Fredericks","MJ","Cheetah 2","Dog 20","Cheetah","Dog","Fredericks-MJ",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"137",153,"Fredericks","SaF08_1","Fredericks","SaF08","Cheetah 2","Lion 13","Cheetah","Lion","Fredericks-SaF08",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"138",154,"Fredericks","Kubu","Fredericks","Kubu","Cheetah 2","Dog 18","Cheetah","Dog","Fredericks-Kubu",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"139",155,"Fredericks","Krystal","Fredericks","Krystal","Cheetah 2","Lion 7","Cheetah","Lion","Fredericks-Krystal",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"140",156,"Goose1","SaF08_1","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"141",157,"Goose1","Krystal","Goose","Krystal","Leopard 3","Lion 7","Leopard","Lion","Goose-Krystal",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"142",158,"Goose1","MJ","Goose","MJ","Leopard 3","Dog 20","Leopard","Dog","Goose-MJ",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Leopard","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"143",160,"Goose1","SaF03_1","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Leopard-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"144",161,"Goose1","Kubu","Goose","Kubu","Leopard 3","Dog 18","Leopard","Dog","Goose-Kubu",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Leopard","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"145",163,"Krystal","Kubu","Krystal","Kubu","Lion 7","Dog 18","Lion","Dog","Krystal-Kubu",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"146",164,"Krystal","MJ","Krystal","MJ","Lion 7","Dog 20","Lion","Dog","Krystal-MJ",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Dog-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"147",165,"Krystal","Qamar2","Krystal","Qamar","Lion 7","Cheetah 5","Lion","Cheetah","Krystal-Qamar",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"148",166,"Krystal","Lea2","Krystal","Lea","Lion 7","Cheetah 3","Lion","Cheetah","Krystal-Lea",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"149",167,"Kubu","SaF03_1","Kubu","SaF03","Dog 18","Lion 10","Dog","Lion","Kubu-SaF03",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"150",168,"Kubu","Lea2","Kubu","Lea","Dog 18","Cheetah 3","Dog","Cheetah","Kubu-Lea",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"151",169,"Kubu","SaF08_1","Kubu","SaF08","Dog 18","Lion 13","Dog","Lion","Kubu-SaF08",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"152",170,"Kubu","Qamar2","Kubu","Qamar","Dog 18","Cheetah 5","Dog","Cheetah","Kubu-Qamar",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"153",171,"Lea2","MJ","Lea","MJ","Cheetah 3","Dog 20","Cheetah","Dog","Lea-MJ",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"154",172,"Lea2","SaF08_1","Lea","SaF08","Cheetah 3","Lion 13","Cheetah","Lion","Lea-SaF08",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"155",173,"Lea2","SaF03_1","Lea","SaF03","Cheetah 3","Lion 10","Cheetah","Lion","Lea-SaF03",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"156",174,"MJ","Qamar2","MJ","Qamar","Dog 20","Cheetah 5","Dog","Cheetah","MJ-Qamar",0.0654266984247926,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Cheetah-Dog","Sep",2012,0.625,1,"Hot Dry","Hot Dry",9
"157",175,"MJ","SaF03_1","MJ","SaF03","Dog 20","Lion 10","Dog","Lion","MJ-SaF03",0.0980552832564323,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,1,"Hot Dry","Hot Dry",9
"158",176,"MJ","SaF08_1","MJ","SaF08","Dog 20","Lion 13","Dog","Lion","MJ-SaF08",0,2012,9,"2012-09","Dry","2012 Dry 2",0.91,0.91,-0.7,0.12,0.16,0,0,0,1319.75,503,"Dog-Lion","Sep",2012,0.625,0,"Hot Dry","Hot Dry",9
"159",177,"Qamar2","SaF03_1","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0.112350111248898,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,1,"Cold Dry","Cold Dry",7
"160",178,"Qamar2","SaF08_1","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0,2012,7,"2012-07","Dry","2012 Dry 2",0,0.7,-0.16,0.16,0.16,0,0,138.5,1319.75,511,"Cheetah-Lion","Jul",2012,0,0,"Cold Dry","Cold Dry",7
"161",179,"Bongwe1","Ferrari","Bongwe","Ferrari","Dog 8","Cheetah 1","Dog","Cheetah","Bongwe-Ferrari",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Cheetah-Dog","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"162",180,"Bongwe1","Chalak","Bongwe","Chalak","Dog 8","Leopard 1","Dog","Leopard","Bongwe-Chalak",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Leopard","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"163",181,"Bongwe1","Qamar2","Bongwe","Qamar","Dog 8","Cheetah 5","Dog","Cheetah","Bongwe-Qamar",0.0306833112596242,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Cheetah-Dog","Oct",2012,12.125,1,"Hot Dry","Hot Dry",10
"164",182,"Bongwe1","Goose1","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Leopard","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"165",183,"Bongwe1","Chloe1","Bongwe","Chloe","Dog 8","Lion 3","Dog","Lion","Bongwe-Chloe",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Lion","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"166",184,"Bongwe1","Krystal","Bongwe","Krystal","Dog 8","Lion 7","Dog","Lion","Bongwe-Krystal",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Lion","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"167",185,"Bongwe1","SaF07","Bongwe","SaF07","Dog 8","Lion 12","Dog","Lion","Bongwe-SaF07",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Lion","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
"168",186,"Bongwe1","SaF03_1","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0,2012,10,"2012-10","Dry","2012 Dry 3",-0.03,-0.1,-0.2,0.14,0.12,6.5,6.5,6.5,1300.25,482,"Dog-Lion","Oct",2012,12.125,0,"Hot Dry","Hot Dry",10
